Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1	Peptides 2	Peptides 3	Peptides 7	Peptides 8	Peptides 9	Razor + unique peptides 1	Razor + unique peptides 2	Razor + unique peptides 3	Razor + unique peptides 7	Razor + unique peptides 8	Razor + unique peptides 9	Unique peptides 1	Unique peptides 2	Unique peptides 3	Unique peptides 7	Unique peptides 8	Unique peptides 9	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 1	Identification type 2	Identification type 3	Identification type 7	Identification type 8	Identification type 9	Sequence coverage 1 [%]	Sequence coverage 2 [%]	Sequence coverage 3 [%]	Sequence coverage 7 [%]	Sequence coverage 8 [%]	Sequence coverage 9 [%]	Intensity	Intensity 1	Intensity 2	Intensity 3	Intensity 7	Intensity 8	Intensity 9	iBAQ	iBAQ 1	iBAQ 2	iBAQ 3	iBAQ 7	iBAQ 8	iBAQ 9	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Cre12.g529950.t1.2	Cre12.g529950.t1.2	5	5	5	>Cre12.g529950.t1.2 Eukaryotic translation initiation factor 4, gamma subunit ALS=EIF4G DBV=JGI5.5 GN=EIF4G OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	5	5	5	4	5	3	4	4	4	4	5	3	4	4	4	4	5	3	4	4	4	7.8	7.8	7.8	70.395	644	644	0	15.234	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.7	7.8	5.7	5.6	6.4	6.8	147050	26310	31212	15272	23239	28091	22929	3676.3	657.75	780.3	381.81	580.98	702.29	573.22	13				1070	763;790;2038;6083;7459	True;True;True;True;True	819;847;2172;6518;7974	4049;4050;4051;4052;4189;4190;4191;4192;11014;11015;11016;11017;11018;32941;32942;32943;32944;32945;40404;40405;40406;40407;40408;40409	4340;4341;4497;4498;12218;12219;12220;12221;36081;36082;36083;36084;44573	4340;4498;12221;36083;44573		
Cre12.g530300.t1.2	Cre12.g530300.t1.2	6	6	6	>Cre12.g530300.t1.2 Peptidyl-prolyl cis-trans isomerase, FKBP-type DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	6	6	6	4	5	5	3	4	4	4	5	5	3	4	4	4	5	5	3	4	4	38.9	38.9	38.9	21.771	208	208	0	26.565	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	29.8	33.7	33.7	14.4	19.7	26.4	806240	98767	141570	143820	142980	133450	145660	73295	8978.8	12870	13075	12999	12132	13241	18				1071	2986;4220;4893;5428;6925;6960	True;True;True;True;True;True	3186;4497;5210;5828;7404;7440	16071;16072;16073;22968;22969;22970;22971;22972;22973;26422;29478;29479;29480;29481;37446;37447;37448;37449;37450;37636;37637;37638;37639;37640;37641	17954;17955;17956;25572;25573;25574;25575;25576;25577;29463;32666;32667;41170;41171;41361;41362;41363;41364	17954;25575;29463;32666;41170;41364		
Cre12.g530650.t2.1;Cre12.g530650.t1.1;Cre12.g530600.t1.1	Cre12.g530650.t2.1;Cre12.g530650.t1.1;Cre12.g530600.t1.1	10;10;9	10;10;9	10;10;9	>Cre12.g530650.t2.1 Glutamine synthetase ALS=GLN2 DBV=JGI5.5 GN=GLN2 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre;>Cre12.g530650.t1.1 Glutamine synthetase ALS=GLN2 DBV=JGI5.5 GN=GLN2 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre;>Cre12.g530600.t1.1 Glutamine synt	3	10	10	10	8	8	9	9	10	10	8	8	9	9	10	10	8	8	9	9	10	10	29.7	29.7	29.7	41.342	380	380;380;379	0	155.94	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	23.7	22.1	25.5	27.6	29.7	29.7	2648400	376730	344980	419000	501940	479380	526350	132420	18837	17249	20950	25097	23969	26317	106				1072	355;3048;3270;3707;4291;5699;6367;6406;7028;7507	True;True;True;True;True;True;True;True;True;True	374;3251;3252;3495;3959;4572;6110;6819;6861;7511;8028	1804;1805;1806;1807;1808;1809;1810;1811;1812;1813;1814;1815;1816;16388;16389;16390;16391;16392;16393;16394;17599;17600;17601;17602;17603;20018;20019;20020;20021;20022;20023;20024;23315;23316;23317;23318;23319;23320;30903;30904;30905;30906;30907;34484;34485;34486;34694;34695;34696;34697;34698;34699;34700;34701;34702;34703;38046;38047;38048;38049;38050;38051;40691;40692;40693;40694;40695	1826;1827;1828;1829;1830;1831;1832;1833;1834;1835;1836;1837;18317;18318;18319;18320;18321;18322;18323;18324;18325;18326;18327;18328;19717;19718;19719;19720;19721;22399;22400;22401;22402;22403;22404;22405;22406;22407;25999;26000;26001;26002;26003;26004;26005;26006;26007;26008;26009;26010;26011;26012;26013;26014;33966;33967;33968;33969;33970;33971;33972;33973;33974;33975;33976;33977;33978;33979;33980;33981;37887;37888;37889;37890;37891;38101;38102;38103;38104;38105;38106;38107;38108;38109;38110;38111;38112;38113;38114;41875;41876;41877;41878;41879;41880;41881;41882;41883;44867;44868;44869;44870;44871;44872;44873;44874	1832;18323;19720;22400;26010;33968;37890;38112;41879;44874	613	53
Cre12.g531550.t1.2	Cre12.g531550.t1.2	1	1	1	>Cre12.g531550.t1.2 Eukaryotic translation initiation factor 2, beta subunit ALS=EIF2B DBV=JGI5.5 GN=EIF2B OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	3.6	3.6	3.6	30.66	276	276	0	2.9654	By matching	By matching	By matching	By MS/MS	By matching	By MS/MS	0	0	0	3.6	3.6	3.6	16130	0	0	0	5351.8	5414.5	5363.7	1008.1	0	0	0	334.49	338.41	335.23	2				1073	1666	True	1783	9103;9104;9105	10119;10120	10120		
Cre12.g531900.t1.2	Cre12.g531900.t1.2	3	3	3	>Cre12.g531900.t1.2 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	3	3	3	0	0	0	1	3	3	0	0	0	1	3	3	0	0	0	1	3	3	6	6	6	76.406	722	722	0	6.1605	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	0	0	0	1.8	6	6	40247	0	0	0	6433.6	17260	16554	1032	0	0	0	164.96	442.56	424.46	6				1074	800;1137;4049	True;True;True	857;1215;4321	4238;4239;4240;6131;6132;22083;22084	4526;4527;6785;6786;24589;24590	4526;6785;24589		
Cre12.g532100.t1.2	Cre12.g532100.t1.2	3	3	3	>Cre12.g532100.t1.2 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	3	3	3	2	0	2	2	2	3	2	0	2	2	2	3	2	0	2	2	2	3	12.2	12.2	12.2	51.925	477	477	0	10.706	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	10.1	0	10.1	10.1	10.1	12.2	52111	12828	0	12981	8736.4	8610.4	8954.9	3065.4	754.58	0	763.61	513.91	506.5	526.76	4				1075	1798;2878;3259	True;True;True	1921;3068;3484	9782;15425;15426;15427;15428;15429;17565;17566;17567;17568;17569	10794;17226;19693;19694	10794;17226;19694		
Cre12.g532550.t1.1	Cre12.g532550.t1.1	8	8	8	>Cre12.g532550.t1.1 Ribosomal protein L13a, component of cytosolic 80S ribosome and 60S large subunit ALS=RPL13a DBV=JGI5.5 GN=RPL13a OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	8	8	8	7	6	7	7	7	6	7	6	7	7	7	6	7	6	7	7	7	6	42.2	42.2	42.2	19.422	173	173	0	158.26	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	38.2	37.6	38.2	41.6	38.2	37.6	3299400	578850	561190	590950	521110	526480	520810	235670	41346	40085	42210	37222	37606	37201	59				1076	311;374;3369;3370;4285;4860;5032;5567	True;True;True;True;True;True;True;True	327;393;3599;3600;4566;5175;5394;5973	1600;1601;1602;1603;1604;1605;1606;1607;1608;1899;1900;1901;1902;1903;1904;18134;18135;18136;18137;18138;18139;18140;18141;18142;18143;18144;18145;18146;18147;18148;23287;23288;23289;23290;23291;23292;26246;26247;26248;26249;26250;26251;26252;27264;30188;30189;30190;30191;30192;30193	1602;1603;1604;1605;1606;1607;1608;1609;1610;1611;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;1931;1932;20254;20255;20256;20257;20258;20259;20260;20261;20262;20263;20264;20265;20266;20267;25958;25959;25960;25961;25962;25963;25964;25965;25966;25967;25968;25969;29236;29237;29238;29239;29240;29241;29242;29243;30319;33341;33342;33343;33344;33345;33346	1609;1924;20263;20267;25967;29236;30319;33341		
Cre12.g533550.t1.1	Cre12.g533550.t1.1	11	11	11	>Cre12.g533550.t1.1 Pyruvate kinase ALS=PYK1 DBV=JGI5.5 GN=PYK1 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	11	11	11	8	6	8	9	8	9	8	6	8	9	8	9	8	6	8	9	8	9	23.6	23.6	23.6	54.64	508	508	0	48.692	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17.3	12.8	16.5	18.3	16.1	17.3	805570	122030	84952	116970	156480	153670	171470	25174	3813.3	2654.7	3655.2	4890	4802.2	5358.5	51				1077	913;1714;2792;2798;3010;3128;3527;3561;6174;6307;6904	True;True;True;True;True;True;True;True;True;True;True	977;1834;2979;2985;3211;3343;3767;3803;6615;6756;7383	4849;9355;9356;9357;14998;14999;15000;15001;15042;15043;15044;15045;16195;16196;16197;16198;16199;16200;16841;16842;16843;19005;19006;19007;19008;19009;19184;19185;19186;19187;33458;33459;33460;33461;33462;33463;34171;34172;34173;34174;34175;34176;37345;37346;37347;37348;37349;37350	5183;10346;16758;16759;16760;16761;16822;16823;16824;18092;18093;18094;18095;18096;18097;18098;18099;18100;18882;18883;18884;21243;21244;21245;21246;21247;21448;36701;36702;36703;36704;36705;36706;36707;36708;36709;36710;37494;37495;37496;37497;37498;37499;37500;41081;41082;41083;41084;41085;41086;41087	5183;10346;16761;16824;18092;18882;21246;21448;36702;37497;41081	614	362
Cre12.g534450.t1.1	Cre12.g534450.t1.1	2	2	2	>Cre12.g534450.t1.1 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	13.7	13.7	13.7	15.559	146	146	0	3.3052	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	13.7	13.7	6.8	13.7	13.7	13.7	186980	27345	26576	17017	35583	37144	43314	18698	2734.5	2657.6	1701.7	3558.3	3714.4	4331.4	5				1078	3299;7410	True;True	3524;7925	17736;17737;17738;17739;17740;17741;17742;17743;40152;40153;40154;40155;40156;40157	19859;19860;19861;19862;44299	19861;44299		
Cre12.g534600.t1.2	Cre12.g534600.t1.2	2	2	2	>Cre12.g534600.t1.2 Translocase of outer mitochondrial membrane ALS=TOM20 DBV=JGI5.5 GN=TOM20 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	11.4	11.4	11.4	21.684	201	201	0	40.966	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.4	11.4	11.4	11.4	11.4	11.4	138850	23919	22417	23080	22704	21639	25087	12622	2174.4	2037.9	2098.2	2064	1967.2	2280.7	10				1079	660;1861	True;True	695;1986	3419;3420;3421;3422;3423;3424;10087;10088;10089;10090;10091;10092	3641;3642;3643;3644;3645;11097;11098;11099;11100;11101	3645;11097		
Cre12.g534700.t1.2	Cre12.g534700.t1.2	4	4	4	>Cre12.g534700.t1.2 Peptidyl-prolyl cis-trans isomerase, FKBP-type ALS=FKB19 DBV=JGI5.5 GN=FKB19 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	4	4	4	3	3	3	3	4	4	3	3	3	3	4	4	3	3	3	3	4	4	21.9	21.9	21.9	23.462	215	215	0	13.162	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	18.1	18.1	18.1	14.9	21.9	21.9	162350	22821	17720	35659	28207	24296	33641	12488	1755.4	1363.1	2743	2169.8	1868.9	2587.8	17				1080	591;1690;3611;5483	True;True;True;True	625;1810;3853;5885	3088;3089;3090;3091;3092;3093;9225;9226;9227;9228;9229;9230;19475;19476;19477;19478;19479;19480;19481;19482;29788;29789;29790	3291;3292;3293;3294;3295;3296;3297;3298;10225;10226;10227;10228;21786;21787;21788;21789;21790;32985;32986;32987	3294;10226;21787;32985		
Cre12.g534800.t1.1	Cre12.g534800.t1.1	15	15	15	>Cre12.g534800.t1.1 Glycine cleavage system, P protein ALS=GCSP DBV=JGI5.5 GN=GCSP OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	15	15	15	10	11	9	12	12	12	10	11	9	12	12	12	10	11	9	12	12	12	19.6	19.6	19.6	111.35	1039	1039	0	162.6	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	14.2	14.6	12	14.4	14.5	16.2	1530600	212940	220190	196530	298610	299960	302350	31236	4345.7	4493.7	4010.8	6094	6121.7	6170.3	90				1081	92;324;923;1160;1286;2224;2687;3364;3842;5361;6853;7211;7577;7736;7887	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	96;341;989;1239;1373;2379;2868;3593;3594;4104;5761;7332;7715;8101;8269;8431	448;449;450;451;452;453;1656;1657;1658;1659;4911;4912;4913;4914;4915;4916;4917;4918;6249;6250;6251;6252;6253;6254;6255;6256;6257;6258;6259;6260;6933;6934;6935;12017;12018;12019;12020;14425;14426;14427;14428;14429;14430;18110;18111;18112;18113;18114;18115;18116;18117;18118;20765;20766;20767;20768;20769;20770;20771;20772;20773;29161;29162;37097;37098;39073;41052;41053;41054;41055;41056;41866;41867;41868;41869;42651;42652;42653;42654;42655;42656	448;449;450;1655;1656;1657;1658;1659;1660;1661;1662;5285;5286;5287;5288;5289;5290;5291;6917;6918;6919;6920;6921;6922;6923;6924;6925;6926;6927;6928;6929;6930;6931;6932;7697;13284;13285;13286;13287;13288;13289;13290;16101;16102;16103;16104;16105;16106;16107;16108;16109;20228;20229;20230;20231;20232;20233;20234;20235;23269;23270;23271;23272;23273;23274;23275;23276;23277;23278;23279;32357;40820;40821;40822;40823;43075;45231;45232;45233;45234;45235;46126;46127;46911;46912;46913;46914;46915;46916;46917;46918;46919;46920	448;1660;5286;6924;7697;13285;16102;20232;23278;32357;40822;43075;45231;46127;46915	615;616	95;131
Cre12.g535851.t1.1	Cre12.g535851.t1.1	5	5	5	>Cre12.g535851.t1.1 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	5	5	5	5	4	4	5	5	5	5	4	4	5	5	5	5	4	4	5	5	5	16	16	16	31.056	287	287	0	39.274	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16	12.9	12.9	16	16	16	1628900	224440	196420	214700	328770	329850	334750	85733	11813	10338	11300	17304	17361	17619	38				1082	144;958;3242;6987;7178	True;True;True;True;True	149;1026;3467;7468;7672	718;719;720;721;5107;5108;5109;5110;5111;5112;17483;17484;17485;17486;17487;17488;37791;37792;37793;37794;37795;37796;38863;38864;38865;38866;38867;38868	709;710;711;712;713;5508;5509;5510;5511;5512;5513;5514;5515;5516;5517;5518;5519;19591;19592;19593;19594;19595;19596;19597;19598;19599;19600;41536;41537;41538;41539;41540;41541;41542;41543;41544;42801;42802	710;5516;19595;41544;42801		
Cre12.g535950.t1.2	Cre12.g535950.t1.2	15	15	15	>Cre12.g535950.t1.2 NADH:ubiquinone oxidoreductase 76 kDa subunit ALS=NUOS1 DBV=JGI5.5 GN=NUOS1 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	15	15	15	12	10	9	13	12	13	12	10	9	13	12	13	12	10	9	13	12	13	29.3	29.3	29.3	78.358	733	733	0	72.768	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	25.4	18.7	19.1	26.9	24.1	26.5	794480	148030	109000	107680	143900	145290	140580	20371	3795.6	2795	2761	3689.7	3725.5	3604.7	57				1083	170;664;762;1528;1821;3002;3161;4539;4965;5429;5691;5891;6160;6724;7581	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	178;699;818;1637;1946;3203;3378;4838;5295;5296;5829;6102;6312;6601;7196;8105	835;836;837;838;839;840;3441;3442;4043;4044;4045;4046;4047;4048;8309;8310;8311;9906;9907;9908;9909;9910;9911;16155;16156;16157;17042;17043;17044;17045;17046;17047;24624;24625;24626;24627;24628;24629;26804;26805;26806;26807;26808;26809;26810;26811;26812;29482;29483;29484;29485;29486;29487;30863;30864;31943;31944;33378;33379;33380;33381;33382;36426;36427;36428;36429;36430;41070;41071;41072;41073;41074	826;3670;3671;4332;4333;4334;4335;4336;4337;4338;4339;9232;9233;9234;10929;10930;10931;10932;10933;10934;18047;19128;27475;27476;27477;27478;27479;27480;29876;29877;29878;29879;29880;32668;32669;32670;32671;32672;32673;33948;35022;35023;36624;36625;40082;40083;40084;40085;40086;40087;40088;45253;45254;45255;45256;45257;45258	826;3671;4335;9234;10930;18047;19128;27479;29880;32668;33948;35022;36624;40084;45255	617	437
Cre12.g536550.t1.2	Cre12.g536550.t1.2	1	1	1	>Cre12.g536550.t1.2 Flagellar outer dynein arm intermediate chain 1 ALS=ODA9 DBV=JGI5.5 GN=ODA9 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	2.2	2.2	2.2	76.304	682	682	0	3.6768	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	0	0	0	2.2	2.2	2.2	5086.8	0	0	0	0	2464	2622.7	133.86	0	0	0	0	64.843	69.02	3				1084	0	True	0	0;1;2	0;1;2	2		
Cre12.g536800.t1.2	Cre12.g536800.t1.2	3	3	3	>Cre12.g536800.t1.2 Predicted protein ALS=CGL52 DBV=JGI5.5 GN=CGL52 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12.5	12.5	12.5	30.237	280	280	0	11.892	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	9.3	9.3	9.3	9.3	9.3	9.6	118290	22528	23609	22443	11356	19207	19151	7393.4	1408	1475.6	1402.7	709.76	1200.4	1196.9	6				1085	6356;7610;7619	True;True;True	6806;8134;8144	34425;41229;41230;41231;41232;41233;41285;41286;41287;41288;41289;41290	37821;45397;45398;45463;45464;45465	37821;45397;45465		
Cre12.g537050.t1.2	Cre12.g537050.t1.2	1	1	1	>Cre12.g537050.t1.2 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	13.4	13.4	13.4	7.3266	67	67	0.0070972	1.9381	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	0	0	0	13.4	13.4	13.4	20422	0	0	0	10017	0	10405	4084.4	0	0	0	2003.5	0	2081	3				1086	2305	True	2466	12449;12450;12451	13743;13744;13745	13744		
Cre12.g537100.t1.2	Cre12.g537100.t1.2	4	4	4	>Cre12.g537100.t1.2 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	4	4	4	2	3	1	3	4	4	2	3	1	3	4	4	2	3	1	3	4	4	2.7	2.7	2.7	141.51	1299	1299	0	6.0687	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	1.5	2.1	0.8	2.2	2.7	2.7	112790	13839	23537	7513.4	18088	23901	25909	1588.6	194.92	331.5	105.82	254.77	336.63	364.91	7				1087	1020;1298;1350;2951	True;True;True;True	1091;1385;1444;3149	5445;5446;5447;7000;7001;7002;7003;7004;7304;7305;7306;15870;15871;15872;15873;15874;15875	5936;5937;7745;7746;7747;8085;17739	5937;7745;8085;17739		
Cre12.g537200.t1.2	Cre12.g537200.t1.2	11	11	11	>Cre12.g537200.t1.2 2-oxoglutarate dehydrogenase, E1 subunit ALS=OGD1 DBV=JGI5.5 GN=OGD1 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	11	11	11	8	9	9	11	11	10	8	9	9	11	11	10	8	9	9	11	11	10	12.3	12.3	12.3	117.32	1042	1042	0	30.755	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.7	10.1	10.2	12.3	12.3	10.9	950690	121750	162080	165260	173350	172730	155530	16113	2063.5	2747.1	2801	2938.2	2927.6	2636.2	53				1088	2143;2472;3375;3509;4360;4364;4565;5345;6053;6955;6973	True;True;True;True;True;True;True;True;True;True;True	2289;2642;3605;3748;4647;4651;4866;5744;6484;7435;7454	11561;11562;11563;11564;11565;11566;13327;13328;18178;18179;18180;18181;18182;18183;18911;18912;18913;18914;18915;18916;23687;23688;23689;23690;23691;23708;23709;23710;23711;23712;24747;24748;24749;24750;24751;24752;29064;29065;29066;29067;29068;29069;32788;32789;32790;32791;32792;32793;37605;37606;37607;37608;37609;37610;37707;37708;37709;37710;37711	12802;12803;12804;14803;14804;20304;20305;20306;20307;21144;21145;21146;21147;21148;26390;26391;26392;26393;26394;26395;26415;26416;26417;26418;26419;26420;26421;27609;27610;27611;27612;27613;27614;27615;27616;27617;32268;32269;32270;32271;35920;35921;35922;35923;35924;35925;35926;35927;41336;41337;41338;41339;41434;41435;41436;41437;41438	12803;14804;20307;21147;26395;26415;27615;32271;35924;41337;41434	618	284
Cre12.g537450.t1.2	Cre12.g537450.t1.2	1	1	1	>Cre12.g537450.t1.2 Cytochrome c oxidase 12 kDa subunit ALS=COX13 DBV=JGI5.5 GN=COX13 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.8	8.8	8.8	13.967	125	125	0	6.9482	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.8	8.8	8.8	8.8	8.8	8.8	87468	7399.9	6621	7603.1	21858	21866	22121	14578	1233.3	1103.5	1267.2	3642.9	3644.3	3686.8	6				1089	892	True	955	4728;4729;4730;4731;4732;4733	5049;5050;5051;5052;5053;5054	5052		
Cre12.g537581.t1.1	Cre12.g537581.t1.1	8	8	8	>Cre12.g537581.t1.1 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	8	8	8	6	6	5	7	7	4	6	6	5	7	7	4	6	6	5	7	7	4	15.9	15.9	15.9	55.703	523	523	0	17.097	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.3	12.8	9.2	14.3	14.3	7.1	519360	141520	73482	81747	82803	76574	63233	18549	5054.3	2624.4	2919.5	2957.3	2734.8	2258.3	29				1090	496;792;1731;3623;4476;6029;6515;7732	True;True;True;True;True;True;True;True	524;849;1851;3867;4768;4769;6460;6975;8265	2569;2570;2571;2572;2573;2574;2575;4198;4199;4200;4201;9414;9415;9416;19554;19555;19556;19557;19558;19559;24300;24301;24302;24303;24304;24305;24306;24307;24308;32664;32665;32666;32667;32668;35289;41844;41845;41846;41847;41848	2723;2724;2725;4500;10404;10405;21852;21853;21854;21855;21856;21857;21858;27090;27091;27092;27093;27094;27095;27096;27097;27098;35782;38768;46100;46101;46102;46103;46104	2723;4500;10405;21855;27093;35782;38768;46102	619	438
Cre12.g537800.t1.2	Cre12.g537800.t1.2	19	19	19	>Cre12.g537800.t1.2 Ribosomal protein L7, component of cytosolic 80S ribosome and 60S large subunit ALS=RPL7 DBV=JGI5.5 GN=RPL7 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	19	19	19	17	14	15	15	17	16	17	14	15	15	17	16	17	14	15	15	17	16	51.9	51.9	51.9	27.575	239	239	0	99.317	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	49.4	45.2	43.9	43.9	50.6	46.4	4421000	672360	545490	668900	799930	897440	836890	260060	39550	32087	39347	47055	52791	49229	139				1091	45;2311;2892;3588;3678;3708;4357;4358;4695;4696;5291;5583;5642;5686;5687;6158;6906;7035;7886	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	47;2473;3082;3830;3930;3960;4644;4645;5001;5002;5003;5687;5989;6050;6097;6098;6598;6599;7385;7519;8430	207;208;209;12481;12482;12483;12484;12485;15502;15503;15504;15505;15506;19330;19331;19332;19333;19334;19335;19873;19874;19875;19876;19877;19878;20025;20026;20027;20028;20029;20030;23666;23667;23668;23669;23670;23671;23672;23673;23674;23675;23676;23677;23678;23679;23680;23681;23682;25417;25418;25419;25420;25421;25422;25423;25424;25425;25426;25427;25428;25429;25430;28745;30269;30270;30271;30272;30273;30274;30556;30557;30558;30559;30560;30561;30835;30836;30837;30838;30839;30840;30841;30842;33362;33363;33364;33365;33366;33367;33368;33369;33370;33371;33372;33373;37352;37353;37354;37355;37356;37357;38091;38092;38093;38094;38095;38096;42649;42650	219;220;13775;13776;13777;13778;13779;13780;13781;13782;17295;17296;17297;17298;17299;17300;17301;17302;17303;17304;17305;17306;21626;21627;21628;21629;21630;21631;21632;22215;22216;22217;22218;22219;22220;22221;22222;22223;22224;22225;22408;22409;22410;22411;22412;22413;26366;26367;26368;26369;26370;26371;26372;26373;26374;26375;26376;26377;26378;26379;26380;26381;26382;26383;26384;26385;26386;28308;28309;28310;28311;28312;28313;28314;28315;28316;28317;28318;28319;28320;28321;28322;28323;28324;28325;28326;31893;33420;33421;33422;33676;33924;33925;33926;33927;33928;33929;33930;33931;33932;33933;33934;33935;33936;36610;36611;36612;36613;36614;36615;36616;36617;36618;36619;36620;41089;41090;41091;41092;41093;41094;41095;41096;41097;41098;41099;41100;41913;41914;41915;41916;41917;41918;41919;41920;41921;41922;46909;46910	219;13782;17297;21629;22221;22413;26367;26372;28313;28325;31893;33422;33676;33931;33933;36614;41090;41919;46909	620	211
Cre12.g538500.t1.1	Cre12.g538500.t1.1	1	1	1	>Cre12.g538500.t1.1 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1.4	1.4	1.4	73.976	724	724	0.0071429	1.9609	By matching	By matching	By matching	By matching	By matching	By MS/MS	0	0	0	0	0	1.4	18950	0	0	0	0	0	18950	557.35	0	0	0	0	0	557.35	1				1092	983	True	1052	5261	5689	5689		
Cre12.g540500.t1.2	Cre12.g540500.t1.2	2	2	2	>Cre12.g540500.t1.2 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	2	2	2	1	1	0	2	2	2	1	1	0	2	2	2	1	1	0	2	2	2	8.9	8.9	8.9	26.536	237	237	0	5.0733	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	3.8	3.8	0	8.9	8.9	8.9	75062	11413	12188	0	17593	17259	16610	5361.6	815.19	870.56	0	1256.6	1232.8	1186.4	5				1093	1837;2541	True;True	1962;2714	9977;9978;9979;13679;13680;13681;13682;13683	10993;10994;15224;15225;15226	10994;15225		
